L-BFGS_200	1.150366e-04	2.215858e-07	8.692097e-07	8.418597e-05
L-BFGS_300	4.691788e-05	8.710311e-08	2.171166e-07	3.603640e-05
L-BFGS_400	1.561763e-05	3.201670e-08	1.657341e-07	1.075862e-05
L-BFGS_0	2.635981e-03	1.245748e-05	1.497498e-05	1.240483e-03
L-BFGS_100	4.025731e-04	4.590994e-07	1.404700e-06	3.426162e-04
L-BFGS_200	1.261185e-04	2.983073e-07	1.124786e-06	8.503994e-05
L-BFGS_300	3.886838e-05	6.057339e-08	1.831658e-07	3.097938e-05
L-BFGS_400	1.603677e-05	3.416967e-08	1.852695e-07	1.076710e-05
L-BFGS_0	1.147636e-02	9.500298e-05	7.510778e-05	1.224984e-03
L-BFGS_100	3.944137e-04	6.962276e-07	1.972096e-06	3.050700e-04
L-BFGS_200	1.264466e-04	3.780464e-07	1.404499e-06	7.459700e-05
L-BFGS_300	4.175534e-05	5.293823e-08	1.709565e-07	3.475195e-05
L-BFGS_400	1.463442e-05	3.384985e-08	1.595665e-07	9.653772e-06
L-BFGS_0	1.198327e-03	4.865225e-06	3.259177e-06	1.358426e-04
L-BFGS_100	1.994845e-04	3.353908e-07	8.546783e-07	3.147973e-05
L-BFGS_200	8.238982e-05	1.484858e-07	6.985897e-07	1.211107e-05
L-BFGS_300	3.274654e-05	1.065413e-07	8.395257e-07	2.739430e-06
L-BFGS_400	2.139291e-05	5.237153e-08	5.702800e-07	2.090591e-06
L-BFGS_500	1.691150e-05	3.068383e-08	5.362280e-07	1.696167e-06
L-BFGS_0	1.471168e-03	6.032245e-06	8.768462e-06	1.560518e-04
L-BFGS_100	3.269772e-04	3.619638e-07	7.610007e-06	4.293616e-05
L-BFGS_200	1.577913e-04	2.161134e-07	4.214870e-06	1.880626e-05
L-BFGS_300	9.810489e-05	1.257271e-07	4.950957e-06	7.204524e-06
L-BFGS_400	8.163966e-05	7.296099e-08	4.979154e-06	4.910405e-06
L-BFGS_500	7.792139e-05	5.944726e-08	4.699964e-06	4.995402e-06
L-BFGS_600	7.500292e-05	5.370790e-08	4.699222e-06	4.527981e-06
L-BFGS_0	9.473478e-03	8.937983e-06	6.322163e-04	4.515035e-04
L-BFGS_100	8.139784e-03	2.489256e-06	6.297852e-04	3.186010e-04
L-BFGS_200	7.993978e-03	2.149887e-06	6.177669e-04	3.202643e-04
